Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
Jay Huff,WAS,1,1,0,3,0,3,3,0,1.93,1.33,0.0,0,1,1,0.0,0.0,0.0
Jaylen Brown,BOS,57,38,19,2062,1517,3663,2000,211,3.46,2.74,0.414,88,41,134,0.727,0.683,0.933
Jaylen Nowell,MIN,62,31,31,1207,676,2088,1159,114,3.28,2.95,0.324,16,0,45,1.438,0.0,1.044
Jaylin Williams,OKC,37,18,19,662,215,1308,720,32,1.48,0.4,0.164,53,2,90,0.453,0.0,0.611
Jayson Tatum,BOS,64,45,19,2396,1937,4871,2544,314,3.87,2.84,0.398,176,80,196,0.847,1.025,0.944
Jeff Dowtin Jr.,TOR,18,12,6,159,44,269,132,18,3.98,3.58,0.164,4,0,7,1.0,0.0,0.857
Jeff Green,DEN,45,27,18,870,352,1167,777,37,1.92,0.83,0.302,55,58,85,0.564,0.5,1.0
Jerami Grant,POR,63,28,35,2246,1290,3357,2070,140,2.51,1.44,0.384,55,173,117,0.509,0.434,1.0
Jeremiah Robinson-Earl,OKC,34,11,23,686,252,1031,570,20,1.17,0.4,0.244,27,0,113,0.556,0.0,0.681
Jeremy Sochan,SAS,53,15,38,1403,594,2367,1171,115,2.9,2.23,0.251,65,62,187,0.708,0.29,1.027
Jericho Sims,NYK,49,29,20,774,172,953,381,20,1.26,0.32,0.18,25,1,176,0.48,0.0,0.886
Jevon Carter,MIL,69,50,19,1546,553,2644,1044,186,4.21,3.73,0.209,20,0,34,0.2,0.0,0.294
Jimmy Butler,MIA,55,29,26,1836,1242,3459,2034,253,4.39,3.23,0.359,100,141,322,0.49,0.496,0.866
Jock Landale,PHX,60,31,29,833,386,1385,905,35,1.5,0.48,0.279,126,83,293,0.389,0.819,0.867
Joe Harris,BKN,62,34,28,1356,487,1426,1025,35,1.46,0.77,0.342,19,1,32,0.842,0.0,1.0
Joe Ingles,MIL,35,25,10,806,243,1172,712,60,3.06,1.85,0.207,1,0,7,0.0,0.0,0.571
Joe Wieskamp,TOR,3,1,2,24,9,26,21,1,1.75,1.11,0.346,1,0,0,0.0,0.0,0.0
Joel Embiid,PHI,54,36,18,1890,1804,3887,2822,167,2.57,1.15,0.464,509,377,277,0.725,0.674,1.083
John Butler Jr.,POR,9,2,7,30,2,22,12,1,1.42,0.68,0.091,0,0,2,0.0,0.0,1.0
John Collins,ATL,59,30,29,1780,748,2538,1278,69,1.64,0.51,0.295,86,151,190,0.802,0.728,1.153
John Konchar,MEM,59,36,23,1271,325,1800,870,53,1.77,0.83,0.181,22,0,63,0.409,0.0,0.937
John Wall,LAC,34,15,19,755,386,1885,620,175,5.58,4.98,0.205,8,12,8,0.0,0.667,0.75
Johnny Davis,WAS,15,7,8,88,27,112,79,5,2.43,1.93,0.241,2,0,4,0.0,0.0,1.5
Johnny Juzang,UTA,7,2,5,71,27,76,55,2,1.8,1.13,0.355,0,0,2,0.0,0.0,0.0
Jonas Valanciunas,NOP,66,31,35,1609,921,3202,1961,95,1.78,0.58,0.288,197,290,420,0.594,0.652,1.145
Jonathan Isaac,ORL,11,8,3,124,55,215,110,6,1.69,0.7,0.256,8,8,26,0.25,0.5,0.808
Jonathan Kuminga,GSW,54,30,24,1089,498,1789,1030,73,2.45,1.54,0.278,55,77,107,0.691,0.377,0.869
Jordan Clarkson,UTA,61,30,31,1988,1271,3424,1934,238,4.17,3.52,0.371,41,14,85,0.829,0.571,0.871
Jordan Goodwin,WAS,49,19,30,847,282,1709,701,120,4.2,3.8,0.165,16,1,51,0.25,2.0,0.667
Jordan Hall,SAS,9,1,8,83,28,160,80,10,3.64,2.98,0.175,0,0,3,0.0,0.0,0.0
Jordan McLaughlin,MIN,32,17,15,492,114,1134,398,75,3.96,3.56,0.101,7,0,14,0.286,0.0,0.571
Jordan Nwora,IND,49,32,17,830,361,1162,726,44,2.27,1.51,0.311,18,1,35,0.667,0.0,0.829
Jordan Poole,GSW,68,35,33,2090,1393,4599,2300,315,4.11,3.7,0.303,54,1,66,1.0,2.0,0.758
Jordan Schakel,WAS,2,0,2,6,3,10,5,1,3.06,3.0,0.3,0,0,0,0.0,0.0,0.0
Jose Alvarado,NOP,61,30,31,1310,550,2809,1103,202,4.32,4.17,0.196,10,0,36,1.0,0.0,0.444
Josh Christopher,HOU,50,10,40,567,260,887,551,53,3.61,3.48,0.293,11,1,17,0.727,2.0,0.824
Josh Giddey,OKC,64,29,35,1976,1038,4924,2349,286,3.48,2.8,0.211,78,17,190,0.667,0.0,0.858
Josh Green,DAL,49,23,26,1230,456,1629,846,75,2.75,2.03,0.28,34,0,71,0.794,0.0,0.296
Josh Hart,NYK,65,36,29,2128,642,2844,1455,128,2.71,2.1,0.226,44,3,118,0.273,0.667,0.593
Josh Minott,MIN,13,6,7,76,40,91,53,3,1.71,0.86,0.44,1,0,11,2.0,0.0,1.455
Josh Okogie,PHX,59,30,29,1023,418,1271,760,52,2.47,1.75,0.329,20,0,93,0.35,0.0,0.624
Josh Richardson,NOP,51,15,36,1233,566,2269,1138,127,3.36,2.63,0.249,14,1,43,0.286,0.0,0.767
Joshua Primo,SAS,4,3,1,93,28,172,61,13,4.52,4.45,0.163,2,0,4,0.0,0.0,0.5
Jrue Holiday,MIL,57,43,14,1886,1105,4247,1486,355,5.01,4.54,0.26,51,50,131,0.314,0.56,0.679
Juan Toscano-Anderson,UTA,39,15,24,466,99,652,310,21,1.94,1.17,0.152,20,2,63,0.45,0.0,0.46
Juancho Hernangomez,TOR,42,20,22,613,122,715,386,17,1.41,0.51,0.171,15,6,48,0.2,0.667,0.854
Julian Champagnie,SAS,5,3,2,38,16,42,27,1,1.54,0.5,0.381,0,0,0,0.0,0.0,0.0
Julius Randle,NYK,71,41,30,2549,1792,4990,3104,251,3.02,1.92,0.359,158,256,226,0.709,0.574,1.049
Justin Champagnie,TOR,3,2,1,11,6,14,7,0,1.31,0.57,0.429,0,0,2,0.0,0.0,2.0
Justin Holiday,DAL,37,15,22,577,175,652,424,17,1.59,0.71,0.268,12,0,22,0.333,0.0,0.364
Justin Jackson,BOS,23,15,8,107,20,118,69,4,1.77,1.1,0.169,1,0,2,2.0,0.0,1.5
Justise Winslow,POR,29,15,14,776,196,1520,660,90,3.57,2.83,0.129,24,8,93,0.5,0.25,0.742
Jusuf Nurkic,POR,49,23,26,1308,645,2643,1550,73,1.67,0.6,0.244,161,228,268,0.571,0.583,0.91
KZ Okpala,SAC,35,19,16,248,46,244,172,7,1.72,0.79,0.189,1,0,16,0.0,0.0,0.75
Kai Jones,CHA,36,9,27,340,100,379,208,11,1.81,0.78,0.264,3,2,51,0.0,1.0,0.941
Karl-Anthony Towns,MIN,21,10,11,709,436,1296,920,46,2.14,0.77,0.336,37,67,49,1.027,0.433,1.143
Kawhi Leonard,LAC,41,26,15,1371,969,2332,1480,158,4.07,3.24,0.416,98,112,87,0.653,0.571,0.644
Keegan Murray,SAC,65,39,26,1913,756,2245,1537,62,1.65,0.78,0.337,27,9,136,0.667,0.444,0.801
Keita Bates-Diop,SAS,53,14,39,1142,463,1325,854,47,2.12,1.19,0.349,45,32,127,0.511,0.469,1.055
Keldon Johnson,SAS,56,15,41,1830,1215,3195,1889,156,2.92,2.04,0.38,52,44,79,0.827,0.5,0.975
Kelly Olynyk,UTA,57,26,31,1608,683,3056,1590,102,2.0,0.77,0.223,75,38,160,0.627,0.342,0.813
Kelly Oubre Jr.,CHA,45,15,30,1471,925,2043,1450,77,2.26,1.38,0.453,45,1,97,0.822,0.0,0.845
Kemba Walker,DAL,9,5,4,144,72,258,110,24,5.47,5.37,0.279,0,0,0,0.0,0.0,0.0
Kendall Brown,IND,6,1,5,40,9,40,27,1,1.61,1.45,0.225,0,0,2,0.0,0.0,1.0
Kendrick Nunn,WAS,58,28,30,802,383,1112,621,71,3.81,3.33,0.344,13,0,25,0.615,0.0,1.04
Kennedy Chandler,MEM,29,19,10,234,61,496,177,45,5.38,4.72,0.123,2,0,14,1.0,0.0,0.786
Kenneth Lofton Jr.,MEM,13,9,4,43,24,78,56,3,2.24,1.14,0.308,6,3,7,0.667,0.0,1.714
Kenrich Williams,OKC,53,26,27,1206,425,1656,1017,52,1.87,1.22,0.257,59,15,185,0.644,0.267,0.811
Kentavious Caldwell-Pope,DEN,66,45,21,2087,731,2555,1700,83,1.95,1.04,0.286,52,1,72,0.846,0.0,0.75
Kenyon Martin Jr.,HOU,68,16,52,1851,837,2446,1505,62,1.52,0.81,0.342,111,1,266,0.739,0.0,1.06
Keon Ellis,SAC,10,5,5,37,19,51,35,2,2.1,1.16,0.373,0,0,0,0.0,0.0,0.0
Keon Johnson,POR,36,13,23,337,143,648,285,54,5.04,4.38,0.221,8,0,15,0.0,0.0,0.333
Kessler Edwards,SAC,21,9,12,152,30,172,91,5,1.73,0.78,0.174,0,0,10,0.0,0.0,0.7
Kevin Durant,PHX,42,29,13,1501,1238,2821,1627,175,3.72,2.64,0.439,110,126,52,0.882,0.595,1.192
Kevin Huerter,SAC,64,37,27,1918,975,2830,1947,105,2.22,1.46,0.345,40,2,104,0.75,0.0,1.077
Kevin Knox II,POR,51,10,41,639,257,832,406,21,1.51,0.64,0.309,6,0,36,0.833,0.0,0.889
Kevin Love,MIA,51,28,23,1035,422,1930,1018,59,1.83,0.47,0.219,25,78,94,0.24,0.372,0.67
Kevin Porter Jr.,HOU,46,13,33,1547,845,3625,1585,314,5.19,4.75,0.233,36,4,81,0.333,0.0,0.679
Kevon Harris,ORL,28,10,18,343,97,297,185,14,2.77,2.2,0.327,5,0,28,0.8,0.0,1.0
Kevon Looney,GSW,68,35,33,1596,469,2834,1686,71,1.5,0.42,0.165,170,27,396,0.412,0.296,0.77
Khem Birch,SAS,20,9,11,162,43,207,121,5,1.38,0.56,0.208,16,5,31,0.875,0.4,0.742
Khris Middleton,MIL,25,20,5,585,363,1178,619,77,3.91,3.14,0.308,19,41,32,0.632,0.634,0.813
Killian Hayes,DET,63,15,48,1701,612,3779,1258,332,5.27,5.01,0.162,18,1,28,0.667,0.0,0.393
Kira Lewis Jr.,NOP,21,8,13,219,104,480,219,29,3.58,3.05,0.217,2,0,4,1.0,0.0,1.25
Klay Thompson,GSW,56,30,26,1845,1253,2693,2101,97,2.16,1.38,0.465,61,14,93,0.738,0.857,0.882
Kris Dunn,UTA,9,4,5,200,104,513,137,40,4.7,4.05,0.203,1,1,3,0.0,0.0,1.333
Kristaps Porzingis,WAS,59,25,34,1932,1349,3541,2341,106,1.79,0.67,0.381,223,229,287,0.744,0.878,1.063
Kyle Anderson,MIN,56,29,27,1512,504,2757,1548,123,2.69,1.61,0.183,75,4,107,0.267,0.5,0.589
Kyle Kuzma,WAS,62,29,33,2182,1317,3699,2101,206,3.34,2.41,0.356,61,39,112,0.557,0.538,1.054
Kyle Lowry,MIA,46,23,23,1520,549,3385,1566,199,3.52,2.57,0.162,15,4,45,0.133,0.0,0.378
Kyrie Irving,DAL,51,29,22,1894,1387,3886,1669,293,4.52,3.79,0.357,56,14,81,0.857,0.5,0.852
LaMelo Ball,CHA,36,13,23,1268,838,3247,1078,265,4.9,4.79,0.258,15,0,51,0.2,0.0,0.725
Lamar Stevens,CLE,51,32,19,930,280,1072,565,36,2.02,0.92,0.261,21,4,71,0.571,1.5,0.704
Landry Shamet,PHX,30,14,16,642,286,1150,590,63,3.27,2.89,0.249,11,0,11,0.727,0.0,1.091
Larry Nance Jr.,NOP,52,25,27,1144,394,1620,1022,48,1.79,0.73,0.243,155,29,245,0.471,0.345,0.931
Lauri Markkanen,UTA,62,31,31,2134,1575,3177,1982,115,2.16,1.07,0.496,111,90,269,1.126,0.589,1.216
LeBron James,LAL,47,24,23,1695,1388,3739,1778,272,4.36,3.27,0.371,142,181,177,0.782,0.53,1.124
Leandro Bolmaro,UTA,14,8,6,68,6,115,47,9,4.53,4.24,0.052,1,0,5,0.0,0.0,0.0
Lindell Wigginton,MIL,1,1,0,1,0,2,0,0,1.52,1.0,0.0,0,0,0,0.0,0.0,0.0
Lindy Waters III,OKC,32,16,16,395,161,487,319,13,1.64,0.95,0.331,3,0,11,0.667,0.0,0.636
Lonnie Walker IV,LAL,50,23,27,1237,620,1346,812,70,3.11,2.43,0.461,20,0,32,0.7,0.0,0.875
Luguentz Dort,OKC,62,31,31,1879,868,2300,1366,120,3.13,2.64,0.377,25,4,138,0.36,0.0,0.667
Luka Doncic,DAL,57,31,26,2067,1879,5154,1943,535,6.22,5.42,0.365,38,269,60,0.658,0.703,1.1
Luka Garza,MIN,25,14,11,232,177,403,259,11,1.56,0.61,0.439,20,17,64,0.2,1.059,1.234
Luke Kennard,MEM,46,27,19,956,348,1151,728,41,2.14,1.25,0.302,13,0,11,0.615,0.0,0.545
Luke Kornet,BOS,57,36,21,650,208,689,421,14,1.24,0.29,0.302,29,4,172,0.586,0.5,1.023
Malachi Flynn,TOR,44,22,22,592,207,1198,548,81,4.03,3.38,0.173,5,0,9,0.4,0.0,0.444
Malaki Branham,SAS,51,11,40,1140,462,1780,731,111,3.75,3.36,0.26,14,0,19,1.0,0.0,1.053
Malcolm Brogdon,BOS,58,40,18,1490,855,3046,1242,226,4.45,4.42,0.281,24,0,46,0.792,0.0,0.804
Malcolm Hill,CHI,4,3,1,8,5,8,5,0,2.13,1.13,0.625,0,0,0,0.0,0.0,0.0
Malik Beasley,LAL,68,36,32,1815,896,2434,1495,96,2.36,1.69,0.368,17,0,26,1.059,0.0,0.846
Malik Monk,SAC,64,39,25,1436,871,2580,1607,124,2.87,2.43,0.338,19,0,64,0.526,0.0,0.859
Mamadi Diakite,CLE,16,12,4,99,26,132,70,4,1.71,0.43,0.197,8,0,7,0.25,0.0,0.571
MarJon Beauchamp,MIL,41,28,13,576,219,611,429,22,2.13,1.49,0.358,9,2,39,0.444,0.0,0.462
Marcus Morris Sr.,LAC,59,32,27,1678,691,2234,1460,80,2.15,1.13,0.309,64,96,33,0.734,0.813,0.97
Marcus Smart,BOS,52,36,16,1683,588,3160,1348,215,4.08,3.36,0.186,25,63,63,0.32,0.413,0.54
Mark Williams,CHA,37,15,22,655,304,731,408,18,1.49,0.42,0.416,63,34,200,0.698,0.735,1.165
Markelle Fultz,ORL,48,23,25,1431,651,3231,1049,269,4.99,4.69,0.201,26,26,96,0.538,0.462,0.823
Markieff Morris,DAL,32,16,16,309,106,433,267,12,1.6,0.5,0.245,8,9,18,0.25,0.444,0.667
Marko Simonovic,CHI,2,0,2,4,0,7,4,0,1.18,0.0,0.0,0,0,0,0.0,0.0,0.0
Marvin Bagley III,DET,33,6,27,746,372,1107,632,36,1.95,0.79,0.336,59,68,151,0.797,0.456,1.053
Mason Plumlee,LAC,66,20,46,1811,775,2870,1759,106,2.21,1.02,0.27,193,116,492,0.497,0.5,0.882
Matisse Thybulle,POR,62,36,26,977,235,868,495,19,1.29,0.57,0.271,9,0,73,0.111,0.0,0.671
Matt Ryan,MIN,32,14,18,303,122,355,247,9,1.5,0.61,0.344,4,0,5,0.0,0.0,1.2
Matthew Dellavedova,SAC,27,16,11,178,37,408,134,32,4.63,4.55,0.091,2,0,3,0.0,0.0,0.667
Max Christie,LAL,38,16,22,507,128,493,274,16,1.94,1.21,0.26,5,0,15,0.4,0.0,0.267
Max Strus,MIA,68,35,33,1967,797,3097,1857,88,1.71,0.87,0.257,29,1,84,0.931,0.0,0.976
Maxi Kleber,DAL,27,15,12,685,165,883,471,19,1.28,0.29,0.187,26,2,59,0.154,1.0,0.814
McKinley Wright IV,DAL,22,11,11,248,70,472,184,35,4.5,4.28,0.148,2,0,5,0.0,0.0,0.0
Meyers Leonard,MIL,5,5,0,34,14,44,26,1,1.21,0.09,0.318,1,0,3,0.0,0.0,0.667
Mfiondu Kabengele,BOS,2,1,1,14,2,14,7,0,1.2,0.14,0.143,0,0,5,0.0,0.0,0.4
Micah Potter,UTA,3,2,1,14,4,25,8,1,1.67,0.36,0.16,1,0,2,2.0,0.0,2.0
Michael Foster Jr.,PHI,1,1,0,1,0,1,0,0,2.08,0.0,0.0,0,0,0,0.0,0.0,0.0
Michael Porter Jr.,DEN,52,35,17,1505,894,1894,1197,63,1.98,1.01,0.472,78,11,105,0.821,0.727,1.114
Mikal Bridges,BKN,70,36,34,2524,1333,3559,2165,156,2.63,2.0,0.375,95,40,123,0.632,0.65,0.837
Mike Conley,MIN,54,27,27,1615,588,3721,1491,317,5.11,4.68,0.158,16,0,23,0.5,0.0,0.435
Mike Muscala,BOS,52,24,28,775,316,1426,697,27,1.13,0.26,0.222,30,6,72,0.6,0.333,0.764
Miles McBride,NYK,56,32,24,674,197,1046,506,62,3.56,3.12,0.188,11,0,19,1.091,0.0,0.526
Mitchell Robinson,NYK,49,29,20,1337,369,1294,647,28,1.3,0.29,0.285,29,14,367,0.069,0.571,0.935
Mo Bamba,LAL,47,23,24,761,321,1205,709,34,1.69,0.45,0.266,40,19,126,0.475,0.526,1.056
Monte Morris,WAS,55,26,29,1530,564,3223,1246,268,5.0,4.6,0.175,10,1,16,0.3,0.0,0.375
Montrezl Harrell,PHI,51,32,19,626,283,874,569,27,1.84,0.8,0.324,70,55,172,0.571,0.691,0.942
Moritz Wagner,ORL,48,22,26,994,536,1822,1117,52,1.73,0.55,0.294,103,13,178,0.806,0.923,0.966
Moses Brown,LAC,34,16,18,288,155,396,178,10,1.55,0.41,0.391,22,5,117,1.364,1.2,1.077
Moses Moody,GSW,51,28,23,671,225,751,550,27,2.12,1.29,0.3,14,1,38,0.857,0.0,0.842
Moussa Diabate,LAC,18,8,10,172,53,146,85,5,1.96,0.83,0.363,11,2,40,0.182,0.0,0.825
Myles Turner,IND,57,27,30,1689,1026,2448,1723,64,1.56,0.52,0.419,195,118,369,0.769,0.949,1.092
Naji Marshall,NOP,64,31,33,1586,605,2645,1395,114,2.59,1.93,0.229,22,2,59,0.818,1.5,0.797
Nassir Little,POR,48,22,26,831,299,1007,567,35,2.08,1.25,0.297,8,1,33,0.875,0.0,0.606
Nathan Knight,MIN,35,17,18,281,130,400,236,14,2.09,1.08,0.325,15,10,38,0.733,0.4,0.868
Naz Reid,MIN,60,28,32,1078,636,2124,1216,58,1.64,0.76,0.299,105,55,156,0.686,0.509,0.981
Neemias Queta,SAC,4,1,3,24,12,31,17,1,1.32,0.26,0.387,3,0,8,0.667,0.0,1.25
Nerlens Noel,BKN,17,4,13,195,35,259,120,7,1.72,0.58,0.135,24,0,35,0.125,0.0,0.4
Nic Claxton,BKN,64,35,29,1885,796,2564,1440,77,1.8,0.61,0.31,234,22,526,0.415,0.273,0.985
Nick Richards,CHA,56,17,39,1017,443,1273,678,32,1.51,0.31,0.348,81,34,284,0.79,0.441,1.081
Nickeil Alexander-Walker,MIN,46,22,24,698,302,1378,500,104,4.55,3.95,0.219,8,0,9,0.5,0.0,1.111
Nicolas Batum,LAC,65,36,29,1422,392,1881,1025,40,1.28,0.41,0.208,31,1,59,0.323,2.0,0.814
Nikola Jokic,DEN,61,43,18,2064,1507,6032,3195,270,2.69,1.43,0.25,590,570,485,0.558,0.54,1.072
Nikola Jovic,MIA,15,7,8,204,82,348,200,11,1.82,0.8,0.236,19,0,26,0.947,0.0,0.885
Nikola Vucevic,CHI,66,30,36,2232,1170,4445,3029,108,1.46,0.5,0.263,258,369,402,0.57,0.504,0.96
Noah Vonleh,BOS,23,17,6,172,25,218,85,7,1.83,0.93,0.115,7,4,26,0.0,0.0,0.615
Norman Powell,LAC,54,27,27,1392,899,1943,1260,98,3.01,2.55,0.463,21,3,33,0.381,0.0,0.848
O.G. Anunoby,TOR,55,26,29,1971,919,2612,1688,101,2.31,1.47,0.352,45,101,171,0.667,0.277,0.795
Obi Toppin,NYK,56,31,25,809,350,1279,675,31,1.45,0.56,0.274,16,5,89,0.813,0.4,0.865
Ochai Agbaji,UTA,46,25,21,808,270,808,491,20,1.5,0.89,0.334,17,0,40,0.471,0.0,0.775
Olivier Sarr,OKC,2,1,1,22,7,26,11,1,1.28,0.27,0.269,1,0,5,3.0,0.0,0.8
Omer Yurtseven,MIA,2,1,1,18,2,22,13,1,1.6,0.37,0.091,1,3,4,0.0,0.667,0.5
Onyeka Okongwu,ATL,67,34,33,1578,625,1961,1041,46,1.41,0.41,0.319,189,37,433,0.704,0.703,0.995
Orlando Robinson,MIA,29,17,12,397,113,514,280,12,1.4,0.36,0.22,45,9,116,0.467,0.222,0.707
Oshae Brissett,IND,53,23,30,865,308,1363,715,33,1.47,0.54,0.226,22,1,76,0.727,0.0,0.763
Otto Porter Jr.,TOR,8,4,4,146,44,209,118,5,1.52,0.63,0.211,3,3,15,0.0,1.333,1.067
Ousmane Dieng,OKC,26,14,12,422,147,533,325,16,1.85,1.16,0.276,17,0,35,0.765,0.0,1.057
P.J. Tucker,PHI,64,42,22,1645,222,1341,681,30,1.33,0.48,0.166,30,3,130,0.267,0.0,0.377
P.J. Washington,CHA,66,20,46,2168,1004,3701,1961,102,1.65,0.66,0.271,133,79,150,0.744,0.557,1.02
PJ Dozier,SAC,8,7,1,14,5,22,9,1,2.18,1.68,0.227,1,0,0,2.0,0.0,0.0
Paolo Banchero,ORL,62,25,37,2095,1248,3985,1896,246,3.71,2.86,0.313,66,129,145,0.848,0.403,1.0
Pascal Siakam,TOR,59,28,31,2216,1428,4797,2468,292,3.66,2.84,0.298,105,184,200,0.571,0.663,0.94
Pat Connaughton,MIL,51,36,15,1252,401,1723,895,46,1.58,0.62,0.233,18,0,67,0.333,0.0,0.612
Patrick Baldwin Jr.,GSW,24,10,14,204,114,327,220,9,1.61,0.55,0.349,3,4,8,0.0,0.0,0.5
Patrick Beverley,CHI,53,26,27,1441,335,1951,892,115,3.54,2.8,0.172,22,0,49,0.636,0.0,0.367
Patrick Williams,CHI,66,30,36,1886,673,2592,1309,75,1.73,0.98,0.26,45,17,126,0.622,0.588,1.0
Patty Mills,BKN,38,18,20,515,230,727,382,38,3.11,3.02,0.316,6,0,4,0.333,0.0,1.0
Paul George,LAC,52,30,22,1792,1231,3588,1668,255,4.26,3.53,0.343,75,58,68,0.573,0.621,0.985
Paul Reed,PHI,54,35,19,547,186,681,353,18,1.55,0.59,0.273,44,6,154,0.636,0.667,0.89
Payton Pritchard,BOS,45,30,15,563,213,970,454,62,3.8,3.4,0.22,8,0,32,1.0,0.0,0.719
Peyton Watson,DEN,14,9,5,44,22,62,34,3,2.46,1.5,0.355,1,0,1,2.0,0.0,0.0
Precious Achiuwa,TOR,45,24,21,981,417,1505,888,51,2.02,1.13,0.277,71,19,171,0.577,0.263,0.895
Quentin Grimes,NYK,60,35,25,1757,590,1792,1307,56,1.86,1.06,0.329,23,0,40,0.87,0.0,0.775
Quenton Jackson,WAS,3,2,1,8,5,11,8,1,4.48,4.27,0.455,0,0,0,0.0,0.0,0.0
R.J. Hampton,DET,36,8,28,539,219,846,397,54,3.85,3.38,0.259,9,0,14,0.444,0.0,0.929
RJ Barrett,NYK,64,36,28,2182,1270,3252,2135,167,3.08,2.4,0.391,72,62,97,0.819,0.532,1.031
Raul Neto,CLE,43,29,14,432,127,843,345,70,4.96,4.53,0.151,3,0,8,0.667,0.0,1.0
Reggie Bullock,DAL,66,33,33,2004,464,2221,1322,50,1.34,0.33,0.209,13,0,26,0.769,0.0,1.192
Reggie Jackson,DEN,61,33,28,1519,623,3044,1214,241,4.74,4.17,0.205,23,0,35,0.522,0.0,0.4
Richaun Holmes,SAC,35,18,17,305,111,356,210,10,1.62,0.47,0.312,45,5,76,0.756,1.2,0.803
Ricky Rubio,CLE,23,16,7,389,128,931,372,74,4.76,4.22,0.137,7,0,4,0.0,0.0,0.0
Robert Covington,LAC,38,15,23,622,216,1105,491,31,1.7,0.49,0.195,10,0,54,0.1,0.0,0.759
Robert Williams III,BOS,28,18,10,678,236,870,524,18,1.27,0.2,0.271,31,8,207,0.355,0.5,0.986
Robin Lopez,CLE,34,24,10,254,92,276,179,10,2.18,0.91,0.333,35,20,61,0.543,0.8,0.689
Rodney McGruder,DET,29,4,25,425,141,447,309,14,1.82,1.08,0.315,4,0,21,0.5,0.0,0.952
Romeo Langford,SAS,33,10,23,667,231,752,496,32,2.56,1.78,0.307,13,1,57,0.615,0.0,0.877
Ron Harper Jr.,TOR,4,2,2,14,10,17,14,1,1.97,1.29,0.588,0,0,1,0.0,0.0,2.0
Royce O'Neale,BKN,65,36,29,2101,579,3995,1815,152,2.28,1.49,0.145,22,1,50,0.227,0.0,0.48
Rudy Gay,UTA,53,27,26,771,266,1242,592,45,2.17,0.91,0.214,32,44,51,0.625,0.523,0.745
Rudy Gobert,MIN,57,27,30,1738,780,2470,1357,60,1.45,0.43,0.316,208,75,623,0.697,0.6,0.986
Rui Hachimura,LAL,51,29,22,1235,607,1630,908,62,2.29,1.28,0.372,36,76,99,0.667,0.553,0.939
Russell Westbrook,LAC,60,28,32,1727,933,3787,1392,323,5.12,4.74,0.246,32,56,96,0.594,0.589,0.823
Ryan Arcidiacono,POR,15,8,7,86,17,189,56,14,4.56,4.27,0.09,1,0,2,0.0,0.0,1.0
Ryan Rollins,GSW,12,5,7,62,23,139,68,9,3.78,3.19,0.165,1,0,5,0.0,0.0,0.4
Saben Lee,PHX,22,14,8,302,117,692,220,64,5.54,5.2,0.169,5,0,13,0.0,0.0,0.462
Saddiq Bey,ATL,63,17,46,1786,891,2411,1570,99,2.46,1.38,0.37,33,58,66,0.667,0.759,0.924
Sam Hauser,BOS,67,45,22,1060,417,1227,703,27,1.33,0.55,0.34,13,0,39,0.462,0.0,0.872
Sam Merrill,CLE,2,2,0,8,2,8,8,0,1.7,0.75,0.25,1,0,1,2.0,0.0,2.0
Sandro Mamukelashvili,SAS,29,19,10,300,93,480,259,13,1.66,0.82,0.194,13,1,40,0.308,0.0,0.575
Santi Aldama,MEM,64,38,26,1411,597,1857,991,59,1.89,0.92,0.321,49,16,136,0.612,0.813,1.037
Scottie Barnes,TOR,66,31,35,2332,1035,4886,2326,263,3.23,2.59,0.212,152,143,318,0.434,0.594,0.833
Scotty Pippen Jr.,LAL,6,1,5,32,14,72,21,6,5.01,4.8,0.194,2,0,2,0.0,0.0,0.0
Serge Ibaka,MIL,16,11,5,185,66,216,147,6,1.78,0.52,0.306,16,4,35,0.25,0.0,0.857
Seth Curry,BKN,51,32,19,1088,503,1748,985,107,3.68,3.03,0.288,8,0,8,0.25,0.0,0.5
Shaedon Sharpe,POR,68,30,38,1379,535,1428,942,58,2.43,1.72,0.375,24,0,90,0.75,0.0,1.122
Shai Gilgeous-Alexander,OKC,58,29,29,2065,1815,4262,1486,391,5.51,5.1,0.426,42,98,89,1.167,0.745,0.989
Shake Milton,PHI,63,45,18,1271,533,2399,1065,166,4.15,3.57,0.222,14,0,45,0.929,0.0,1.067
Simone Fontecchio,UTA,40,21,19,482,202,601,385,16,1.57,0.78,0.336,7,1,29,0.571,2.0,0.379
Spencer Dinwiddie,BKN,67,35,32,2302,1194,4466,1745,412,5.53,4.98,0.267,14,26,23,0.286,1.0,0.391
Stanley Johnson,SAS,29,5,24,459,171,753,340,30,2.41,1.74,0.227,18,6,29,0.389,0.333,0.414
Stanley Umude,DET,1,0,1,2,2,3,2,0,1.32,1.0,0.667,0,0,0,0.0,0.0,0.0
Stephen Curry,GSW,42,21,21,1468,1259,3329,1309,244,4.39,4.13,0.378,28,1,56,1.143,0.0,1.054
Sterling Brown,LAL,4,2,2,24,0,24,11,1,1.76,1.0,0.0,0,0,3,0.0,0.0,0.0
Steven Adams,MEM,42,28,14,1133,361,1814,961,55,1.82,0.46,0.199,185,45,355,0.324,0.733,0.704
