PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
JaKarr Sampson,DEN,23,G-F,72,72,100,177,407,43.5,44.0,-0.5,2016
PJ Hairston,MEM,23,F-G,64,64,100,187,406,46.1,44.8,1.3,2016
Eric Bledsoe,PHX,26,G,31,31,100,165,405,40.7,43.1,-2.4,2016
Jason Terry,HOU,38,G,71,71,100,204,404,50.5,43.7,6.8,2016
Ty Lawson,IND,28,G,63,63,100,175,401,43.6,43.7,-0.1,2016
David Lee,DAL,33,F-C,52,52,100,187,400,46.8,46.6,0.2,2016
Gerald Henderson,POR,28,G,70,70,100,178,396,44.9,43.3,1.6,2016
Miles Plumlee,MIL,27,C,56,56,100,183,394,46.4,47.8,-1.3,2016
Josh Richardson,MIA,22,G,47,47,100,172,392,43.9,43.6,0.2,2016
Kyle O'Quinn,NYK,26,F-C,61,61,100,178,391,45.5,46.5,-1.0,2016
Iman Shumpert,CLE,26,G,54,54,100,178,387,46.0,44.5,1.5,2016
Trey Burke,UTA,23,G,63,63,100,177,385,46.0,43.6,2.4,2016
Mario Chalmers,MIA,30,G,61,61,100,155,385,40.3,43.2,-2.9,2016
Alexis Ajinca,NOP,28,C,56,56,100,185,381,48.6,47.2,1.3,2016
Steve Blake,DET,36,G,58,58,100,167,380,43.9,43.6,0.4,2016
Aaron Brooks,CHI,31,G,69,69,100,147,378,38.9,43.2,-4.3,2016
Devin Harris,DAL,33,G,64,64,100,174,376,46.3,43.4,2.9,2016
Mike Scott,ATL,27,F,73,73,100,153,360,42.5,44.7,-2.2,2016
Thomas Robinson,BKN,25,F,67,67,100,172,360,47.8,46.6,1.2,2016
Archie Goodwin,PHX,21,G,55,55,100,180,359,50.1,43.3,6.9,2016
Brandon Rush,GSW,30,F-G,68,68,100,167,359,46.5,44.1,2.4,2016
Tyler Zeller,BOS,26,C-F,58,58,100,168,359,46.8,47.1,-0.3,2016
Kyle Anderson,SAS,22,F,72,72,100,155,358,43.3,43.1,0.2,2016
Kris Humphries,ATL,31,F,53,53,100,174,356,48.9,46.7,2.2,2016
Toney Douglas,NOP,30,G,60,60,100,165,355,46.5,43.5,2.9,2016
Lance Stephenson,MEM,25,F-G,67,67,100,156,351,44.4,43.5,1.0,2016
Eric Gordon,NOP,27,G,45,45,100,158,350,45.1,43.9,1.2,2016
Quincy Acy,SAC,25,F,56,56,100,168,350,48.0,46.4,1.6,2016
Luke Babbitt,NOP,27,F,42,42,100,172,349,49.3,44.3,5.0,2016
Kyle Singler,OKC,28,F,64,64,100,172,348,49.4,44.9,4.6,2016
Lance Thomas,NYK,28,F,56,56,100,143,348,41.1,44.4,-3.3,2016
Jarrett Jack,BKN,32,G,32,32,100,164,346,47.4,44.3,3.1,2016
Ronnie Price,PHX,33,G,61,61,100,146,337,43.3,43.0,0.3,2016
Vince Carter,MEM,39,G-F,59,59,100,152,336,45.2,43.2,2.1,2016
D.J. Augustin,DEN,28,G,62,62,100,160,334,47.9,42.9,5.0,2016
Jeff Withey,UTA,26,C,48,48,100,142,333,42.6,47.0,-4.4,2016
James Johnson,TOR,29,F,56,56,100,140,327,42.8,44.9,-2.1,2016
Amar'e Stoudemire,MIA,33,F-C,50,50,100,146,324,45.1,47.7,-2.6,2016
Joe Ingles,UTA,28,F,76,76,100,140,321,43.6,44.2,-0.6,2016
Rodney Stuckey,IND,30,G,57,57,100,140,318,44.0,43.0,1.0,2016
Rashad Vaughn,MIL,19,G,67,67,100,155,316,49.1,43.6,5.4,2016
Jameer Nelson,DEN,34,G,39,39,100,143,313,45.7,43.7,2.0,2016
Andrew Nicholson,ORL,26,F,52,52,100,141,310,45.5,45.3,0.1,2016
Markel Brown,BKN,24,G,55,55,100,156,304,51.3,43.6,7.7,2016
Tyler Johnson,MIA,24,G,36,36,100,133,302,44.0,43.4,0.6,2016
Joakim Noah,CHI,31,C,29,29,100,133,302,44.0,45.8,-1.8,2016
Johnny O'Bryant III,MIL,23,F-C,62,62,100,132,297,44.4,45.1,-0.7,2016
Chris Johnson,UTA,26,F,61,61,100,121,297,40.7,44.1,-3.4,2016
Richaun Holmes,PHI,22,F,50,50,100,147,296,49.7,45.9,3.7,2016
Dewayne Dedmon,ORL,26,C,50,50,100,134,295,45.4,47.1,-1.7,2016
Marcus Thornton,WAS,29,F-G,60,60,100,134,295,45.4,43.7,1.7,2016
Solomon Hill,IND,25,F,50,50,100,122,294,41.5,44.2,-2.7,2016
Marcelo Huertas,LAL,33,G,51,51,100,133,294,45.2,43.1,2.2,2016
T.J. Warren,PHX,22,F,46,46,100,132,292,45.2,44.3,0.9,2016
O.J. Mayo,MIL,28,G,41,41,100,118,291,40.5,44.0,-3.4,2016
Nick Young,LAL,31,F-G,54,54,100,148,289,51.2,44.3,6.9,2016
Sasha Vujacic,NYK,32,G,53,53,100,138,289,47.8,44.3,3.5,2016
Norris Cole,NOP,27,G,45,45,100,141,286,49.3,44.1,5.2,2016
Justin Holiday,CHI,27,G,47,47,100,122,285,42.8,44.3,-1.5,2016
Kevin Martin,SAS,33,G,54,54,100,144,285,50.5,43.3,7.2,2016
Nick Collison,OKC,35,F,59,59,100,124,284,43.7,45.5,-1.9,2016
Chase Budinger,PHX,28,F,61,61,100,115,280,41.1,43.5,-2.4,2016
Tim Hardaway Jr.,ATL,24,G,51,51,100,102,275,37.1,43.3,-6.2,2016
Mike Muscala,ATL,24,F-C,52,52,100,140,273,51.3,46.3,5.0,2016
DeMarre Carroll,TOR,29,F,26,26,100,123,272,45.2,45.1,0.2,2016
James Anderson,SAC,27,G-F,44,44,100,114,269,42.4,44.9,-2.5,2016
Brandon Jennings,ORL,26,G,48,48,100,107,266,40.2,43.0,-2.7,2016
Tiago Splitter,ATL,31,C-F,36,36,100,125,266,47.0,47.1,-0.1,2016
Anthony Morrow,OKC,30,G,60,60,100,121,264,45.8,43.2,2.7,2016
Pablo Prigioni,LAC,39,G,57,57,100,129,261,49.4,42.7,6.7,2016
Rondae Hollis-Jefferson,BKN,21,G-F,29,29,100,117,258,45.3,44.8,0.6,2016
Beno Udrih,MEM,33,G,44,44,100,113,258,43.8,42.8,1.0,2016
Anderson Varejao,GSW,33,F,49,49,100,128,256,50.0,45.3,4.7,2016
Charlie Villanueva,DAL,31,F,52,52,100,114,254,44.9,46.0,-1.1,2016
Leandro Barbosa,GSW,33,G,68,68,100,111,247,44.9,43.1,1.8,2016
Tyreke Evans,NOP,26,G-F,25,25,100,127,247,51.4,43.8,7.6,2016
Gary Neal,WAS,31,G,40,40,100,121,246,49.2,42.7,6.5,2016
Jusuf Nurkic,DEN,21,C,31,31,100,121,246,49.2,46.6,2.5,2016
Kevin Seraphin,NYK,26,F-C,46,46,100,106,246,43.1,46.8,-3.7,2016
Kendrick Perkins,NOP,31,C,37,37,100,128,244,52.5,47.8,4.7,2016
Donatas Motiejunas,HOU,25,F-C,36,36,100,103,242,42.6,46.2,-3.6,2016
Kelly Oubre Jr.,WAS,20,F,49,49,100,119,242,49.2,44.4,4.8,2016
Carl Landry,PHI,32,F,34,34,100,125,239,52.3,46.4,5.9,2016
Josh McRoberts,MIA,29,F,41,41,100,101,239,42.3,45.1,-2.8,2016
Norman Powell,TOR,23,G,38,38,100,100,238,42.0,43.3,-1.3,2016
Manu Ginobili,SAS,38,G,56,56,100,90,238,37.8,43.8,-6.0,2016
Boban Marjanovic,SAS,27,C,49,49,100,102,237,43.0,47.0,-4.0,2016
Cameron Payne,OKC,21,G,48,48,100,106,235,45.1,43.3,1.9,2016
Tim Frazier,NOP,25,G,39,39,100,101,234,43.2,42.9,0.3,2016
Mike Dunleavy,CHI,35,G-F,31,31,100,103,234,44.0,44.9,-0.9,2016
Anthony Brown,LAL,23,F,27,27,100,102,232,44.0,45.0,-1.0,2016
Tarik Black,LAL,24,C-F,38,38,100,101,229,44.1,46.9,-2.8,2016
Kirk Hinrich,ATL,35,G,42,42,100,101,227,44.5,43.3,1.2,2016
Seth Curry,SAC,25,G,40,40,100,110,223,49.3,43.9,5.4,2016
Alec Burks,UTA,24,G,31,31,100,104,212,49.1,44.8,4.2,2016
Mo Williams,CLE,33,G,36,36,100,91,212,42.9,43.6,-0.7,2016
Andrea Bargnani,BKN,30,C-F,45,45,100,116,209,55.5,45.8,9.7,2016
Jonathon Simmons,SAS,26,G-F,50,50,100,102,209,48.8,43.3,5.5,2016
Tyler Ennis,MIL,21,G,39,39,100,89,209,42.6,42.6,0.0,2016
C.J. Watson,ORL,32,G,32,32,100,97,199,48.7,43.8,4.9,2016
Kevin Garnett,MIN,40,F,38,38,100,85,197,43.1,47.1,-3.9,2016
Willie Reed,BKN,26,F-C,37,37,100,105,197,53.3,46.4,6.9,2016
Jason Thompson,TOR,29,F-C,44,44,100,97,195,49.7,45.3,4.4,2016
Ryan Hollins,MEM,31,C,34,34,100,98,195,50.3,47.3,3.0,2016
Salah Mejri,DAL,30,C,31,31,100,81,193,42.0,46.6,-4.6,2016
Justin Anderson,DAL,22,G-F,46,46,100,88,192,45.8,44.0,1.9,2016
Metta World Peace,LAL,36,F,34,34,100,84,189,44.4,44.7,-0.3,2016
Tyus Jones,MIN,20,G,36,36,100,99,189,52.4,43.9,8.4,2016
Shabazz Napier,ORL,24,G,46,46,100,83,187,44.4,42.5,1.9,2016
Ryan Kelly,LAL,25,F,36,36,100,81,185,43.8,45.2,-1.5,2016
Montrezl Harrell,HOU,22,F,32,32,100,75,180,41.7,44.3,-2.7,2016
JJ Hickson,WAS,27,C-F,32,32,100,71,180,39.4,46.4,-7.0,2016
Adreian Payne,MIN,25,F,46,46,100,88,177,49.7,46.7,3.0,2016
Ian Clark,GSW,25,G,51,51,100,90,173,52.0,42.7,9.4,2016
Brian Roberts,POR,30,G,44,44,100,73,172,42.4,43.0,-0.6,2016
Andre Miller,SAS,40,G,35,35,100,70,164,42.7,43.0,-0.3,2016
Glenn Robinson III,IND,22,G-F,39,39,100,65,154,42.2,43.4,-1.2,2016
Chris McCullough,BKN,21,F,23,23,100,70,154,45.5,44.3,1.1,2016
Chris Andersen,MEM,37,F-C,26,26,100,79,153,51.6,46.9,4.8,2016
JaVale McGee,DAL,28,C,33,33,100,81,151,53.6,47.4,6.2,2016
Sergey Karasev,BKN,22,G-F,35,35,100,69,149,46.3,44.2,2.1,2016
Sean Kilpatrick,BKN,26,G,30,30,100,75,148,50.7,43.0,7.7,2016
Michael Beasley,HOU,27,F,19,19,100,67,146,45.9,44.9,1.0,2016
Lucas Nogueira,TOR,23,C,25,25,100,64,143,44.8,45.4,-0.6,2016
Mike Miller,DEN,36,G-F,36,36,100,63,143,44.1,43.3,0.7,2016
John Jenkins,PHX,25,G,36,36,100,61,141,43.3,43.5,-0.2,2016
Jarell Martin,MEM,22,F,26,26,100,66,140,47.1,46.2,0.9,2016
Rasual Butler,SAS,37,F,36,36,100,53,139,38.1,42.2,-4.0,2016
Robert Sacre,LAL,27,C,22,22,100,71,138,51.4,48.3,3.1,2016
Ray McCallum,SAS,25,G,28,28,100,62,137,45.3,43.7,1.5,2016
Troy Daniels,CHA,24,G,36,36,100,53,136,39.0,43.1,-4.1,2016
Reggie Bullock,DET,25,F,28,28,100,56,132,42.4,43.4,-1.0,2016
Greivis Vasquez,MIL,29,G,23,23,100,62,129,48.1,42.7,5.4,2016
Lamar Patterson,ATL,24,G-F,32,32,100,62,129,48.1,44.0,4.0,2016
Cristiano Felicio,CHI,23,F-C,27,27,100,46,125,36.8,46.4,-9.6,2016
Henry Sims,BKN,26,C-F,14,14,100,83,125,66.4,48.0,18.4,2016
Kostas Papanikolaou,DEN,25,F,23,23,100,58,124,46.8,45.5,1.3,2016
James Jones,CLE,35,G-F,39,39,100,58,120,48.3,45.1,3.3,2016
Jared Cunningham,CLE,25,G,30,30,100,52,118,44.1,43.3,0.7,2016
Axel Toupane,DEN,23,G-F,21,21,100,50,118,42.4,43.8,-1.4,2016
Joe Young,IND,24,G,33,33,100,52,117,44.4,42.7,1.7,2016
Jordan Hamilton,NOP,25,G-F,11,11,100,53,113,46.9,42.7,4.2,2016
Sonny Weems,PHX,29,G-F,35,35,100,57,110,51.8,43.8,8.0,2016
Jeremy Evans,DAL,28,F,23,23,100,47,109,43.1,45.1,-1.9,2016
Drew Gooden,WAS,34,F,25,25,100,58,109,53.2,44.0,9.2,2016
James Michael McAdoo,GSW,23,F,34,34,100,53,107,49.5,44.0,5.5,2016
Kendall Marshall,PHI,24,G,24,24,100,55,104,52.9,43.5,9.4,2016
James Ennis III,NOP,25,F,15,15,100,45,99,45.5,43.0,2.4,2016
Damjan Rudez,MIN,30,F,27,27,100,43,99,43.4,44.4,-0.9,2016
Tyler Hansbrough,CHA,30,F,35,35,100,51,97,52.6,46.4,6.2,2016
Jordan Farmar,MEM,29,G,12,12,100,40,95,42.1,44.8,-2.7,2016
Elton Brand,PHI,37,F,16,16,100,44,95,46.3,46.4,-0.1,2016
Lou Amundson,NYK,33,F,28,28,100,35,87,40.2,45.2,-5.0,2016
Matt Bonner,SAS,36,C-F,23,23,100,37,87,42.5,43.7,-1.2,2016
Darrun Hilliard,DET,23,F,27,27,100,38,86,44.2,42.6,1.6,2016
Greg Smith,MIN,25,C,18,18,100,44,86,51.2,48.1,3.1,2016
Brandan Wright,MEM,28,F,12,12,100,38,82,46.3,46.1,0.3,2016
Phil Pressey,POR,25,G,20,20,100,35,82,42.7,43.0,-0.3,2016
Terry Rozier,BOS,22,G,29,29,100,42,81,51.9,43.1,8.8,2016
DeJuan Blair,WAS,27,C-F,23,23,100,38,81,46.9,46.8,0.1,2016
KJ McDaniels,HOU,23,G-F,25,25,100,36,80,45.0,42.9,2.1,2016
Udonis Haslem,MIA,36,F,29,29,100,43,80,53.8,44.8,8.9,2016
Devyn Marble,ORL,23,F,22,22,100,38,79,48.1,42.7,5.4,2016
Michael Kidd-Gilchrist,CHA,22,F,7,7,100,30,78,38.5,45.5,-7.1,2016
Bryce Dejean-Jones,NOP,23,G,12,12,100,38,76,50.0,43.1,6.9,2016
RJ Hunter,BOS,22,G,26,26,100,35,75,46.7,41.9,4.8,2016
James Young,BOS,20,G-F,21,21,100,39,74,52.7,43.3,9.4,2016
Christian Wood,PHI,20,F,15,15,100,32,72,44.4,44.1,0.3,2016
Xavier Munford,MEM,24,G,14,14,100,34,72,47.2,44.6,2.6,2016
Chris Copeland,MIL,32,F,20,20,100,35,67,52.2,44.0,8.2,2016
Elijah Millsap,UTA,28,G-F,16,16,100,26,65,40.0,44.5,-4.5,2016
Alan Anderson,WAS,33,F-G,12,12,100,32,64,50.0,43.9,6.1,2016
Delon Wright,TOR,24,G,18,18,100,26,63,41.3,42.3,-1.0,2016
Nikola Pekovic,MIN,30,C,12,12,100,29,61,47.5,49.1,-1.6,2016
Briante Weber,MIA,23,G,6,6,100,32,61,52.5,42.8,9.6,2016
Damien Inglis,MIL,21,F,14,14,100,25,57,43.9,43.7,0.2,2016
C.J. Wilcox,LAC,25,G,18,18,100,18,56,32.1,42.4,-10.2,2016
Jordan McRae,CLE,25,G,16,16,100,24,56,42.9,41.2,1.7,2016
Joel Anthony,DET,33,C,17,17,100,30,52,57.7,46.5,11.2,2016
Cleanthony Early,NYK,25,F,11,11,100,23,52,44.2,42.5,1.7,2016
Caron Butler,SAC,36,F,13,13,100,25,52,48.1,46.1,2.0,2016
Chris Kaman,POR,34,C,15,15,100,22,47,46.8,48.3,-1.5,2016
Jarell Eddie,WAS,24,G-F,15,15,100,17,45,37.8,42.1,-4.4,2016
Alex Stepheson,MEM,28,F,7,7,100,16,44,36.4,49.1,-12.7,2016
Cameron Bairstow,DET,25,F-C,15,15,100,16,44,36.4,45.0,-8.6,2016
Jeff Ayres,LAC,29,F-C,15,15,100,23,43,53.5,43.2,10.3,2016
Spencer Dinwiddie,CHI,23,G,11,11,100,19,43,44.2,43.7,0.5,2016
Pat Connaughton,POR,23,G,19,19,100,13,43,30.2,41.6,-11.4,2016
Orlando Johnson,NOP,27,G,6,6,100,22,39,56.4,46.0,10.4,2016
Edy Tavares,ATL,24,C,8,8,100,19,38,50.0,48.4,1.6,2016
Alan Williams,PHX,23,C-F,7,7,100,16,37,43.2,46.3,-3.1,2016
Tibor Pleiss,UTA,26,C,6,6,100,16,32,50.0,48.3,1.7,2016
Sasha Kaun,CLE,31,C,15,15,100,11,31,35.5,43.3,-7.8,2016
Anthony Bennett,TOR,23,F,12,12,100,20,30,66.7,43.6,23.1,2016
Mitch McGary,OKC,24,F,13,13,100,13,30,43.3,46.7,-3.4,2016
Tony Wroten,NYK,23,G,8,8,100,17,30,56.7,42.4,14.3,2016
Aaron Harrison,CHA,21,G,16,16,100,9,25,36.0,44.3,-8.3,2016
Jordan Mickey,BOS,21,F,12,12,100,8,25,32.0,45.7,-13.7,2016
Russ Smith,MEM,25,G,8,8,100,14,24,58.3,43.8,14.5,2016
Cory Jefferson,PHX,25,F,5,5,100,12,23,52.2,48.9,3.3,2016
Jorge Gutierrez,CHA,27,G,10,10,100,8,22,36.4,40.4,-4.0,2016
Josh Huestis,OKC,24,F,5,5,100,10,22,45.5,44.3,1.1,2016
Steve Novak,MIL,33,F,8,8,100,8,20,40.0,42.8,-2.8,2016
Eric Moreland,SAC,24,F-C,5,5,100,8,20,40.0,45.9,-5.9,2016
Chuck Hayes,LAC,33,F-C,2,2,100,8,19,42.1,47.6,-5.4,2016
Jodie Meeks,DET,28,G,3,3,100,6,19,31.6,46.0,-14.4,2016
Dahntay Jones,CLE,35,G-F,1,1,100,8,18,44.4,39.7,4.7,2016
Lorenzo Brown,DET,25,G,8,8,100,11,18,61.1,43.7,17.4,2016
Cliff Alexander,POR,20,F,6,6,100,6,16,37.5,51.1,-13.6,2016
Bryce Cotton,MEM,23,G,3,3,100,10,16,62.5,43.2,19.3,2016
Nate Robinson,NOP,32,G,2,2,100,6,15,40.0,48.5,-8.5,2016
Kevon Looney,GSW,20,F,5,5,100,7,14,50.0,42.5,7.5,2016
Shayne Whittington,IND,25,F-C,6,6,100,6,14,42.9,43.3,-0.5,2016
Erick Green,DEN,25,G,6,6,100,7,14,50.0,41.7,8.3,2016
Elliot Williams,CHA,27,G,5,5,100,4,12,33.3,41.4,-8.0,2016
Andrew Goudelock,HOU,27,G,4,4,100,4,11,36.4,42.9,-6.6,2016
Bruno Caboclo,TOR,20,F,1,1,100,5,10,50.0,43.3,6.7,2016
Branden Dawson,LAC,23,F,5,5,100,7,10,70.0,46.3,23.7,2016
Justin Harper,BKN,26,F-C,2,2,100,4,9,44.4,43.8,0.6,2016
Luis Montero,POR,23,G,6,6,100,6,9,66.7,44.2,22.4,2016
Duje Dukan,SAC,24,F,1,1,100,3,9,33.3,43.7,-10.4,2016
Jarnell Stokes,MEM,22,F-C,5,5,100,3,8,37.5,44.8,-7.3,2016
Jimmer Fredette,SAS,27,G,5,5,100,5,7,71.4,44.1,27.4,2016
Nazr Mohammed,OKC,38,C,4,4,100,3,7,42.9,41.0,1.9,2016
Joe Harris,CLE,24,G,3,3,100,5,6,83.3,42.7,40.6,2016
Jordan Adams,MEM,21,G,2,2,100,3,5,60.0,46.0,14.0,2016
Keith Appling,ORL,24,G,3,3,100,0,4,0.0,42.1,-42.1,2016
Sam Dekker,HOU,22,F,1,1,100,1,3,33.3,45.5,-12.2,2016
JJ O'Brien,UTA,24,F,1,1,100,1,2,50.0,33.9,16.1,2016
Rudy Gobert,UTA,25,C,81,81,100,536,1281,41.8,48.2,-6.3,2017
Robin Lopez,CHI,29,C,81,81,100,609,1240,49.1,48.5,0.6,2017
Karl-Anthony Towns,MIN,21,C,82,82,100,586,1226,47.8,47.1,0.7,2017
Draymond Green,GSW,27,F,76,76,100,486,1208,40.2,46.1,-5.8,2017
Marcin Gortat,WAS,33,C,82,82,100,599,1173,51.1,48.1,3.0,2017
Gorgui Dieng,MIN,27,F-C,82,82,100,577,1156,49.9,47.3,2.6,2017
Tristan Thompson,CLE,26,C,78,78,100,532,1153,46.1,46.8,-0.7,2017
Myles Turner,IND,21,C,80,80,100,520,1150,45.2,47.7,-2.5,2017
DeAndre Jordan,LAC,28,C,81,81,100,515,1133,45.5,47.8,-2.4,2017
Kristaps Porzingis,NYK,21,F,66,66,100,475,1107,42.9,46.4,-3.5,2017
Paul Millsap,ATL,32,F,69,69,100,520,1100,47.3,46.0,1.3,2017
Steven Adams,OKC,23,C,80,80,100,520,1098,47.4,47.5,-0.1,2017
Andrew Wiggins,MIN,22,F,82,82,100,542,1097,49.4,45.7,3.7,2017
Anthony Davis,NOP,24,F-C,75,75,100,443,1073,41.3,47.7,-6.4,2017
James Harden,HOU,27,G,81,81,100,485,1066,45.5,45.0,0.5,2017
Michael Kidd-Gilchrist,CHA,23,F,81,81,100,476,1049,45.4,45.6,-0.3,2017
Nikola Jokic,DEN,22,F-C,72,72,100,555,1037,53.5,48.7,4.8,2017
Serge Ibaka,TOR,27,F,79,79,100,478,1017,47.0,46.7,0.3,2017
Brook Lopez,BKN,29,C,75,75,100,464,1011,45.9,47.8,-1.9,2017
DeMarcus Cousins,NOP,26,F-C,72,72,100,459,1007,45.6,47.9,-2.3,2017
Hassan Whiteside,MIA,28,C,77,77,100,459,999,45.9,48.4,-2.5,2017
Al Horford,BOS,31,C,68,68,100,464,994,46.7,46.6,0.0,2017
Tobias Harris,DET,24,F,82,82,100,454,975,46.6,45.7,0.9,2017
Andre Roberson,OKC,25,F,79,79,100,405,968,41.8,45.7,-3.9,2017
Mason Plumlee,DEN,27,C,81,81,100,469,962,48.8,48.1,0.7,2017
CJ McCollum,POR,25,G,80,80,100,435,949,45.8,43.9,1.9,2017
Nikola Vucevic,ORL,26,C,75,75,100,442,949,46.6,48.0,-1.4,2017
Giannis Antetokounmpo,MIL,22,F-G,80,80,100,390,937,41.6,46.4,-4.7,2017
Kemba Walker,CHA,27,G,79,79,100,410,928,44.2,44.7,-0.6,2017
Markieff Morris,WAS,27,F,76,76,100,423,910,46.5,46.3,0.2,2017
Andre Drummond,DET,23,C,81,81,100,466,903,51.6,48.4,3.2,2017
Julius Randle,LAL,22,F,74,74,100,454,899,50.5,47.0,3.5,2017
LaMarcus Aldridge,SAS,31,F,71,71,100,365,893,40.9,46.7,-5.9,2017
Elfrid Payton,ORL,23,G,82,82,100,399,891,44.8,44.5,0.2,2017
Paul George,IND,27,F,74,74,100,392,872,45.0,45.7,-0.8,2017
Bradley Beal,WAS,24,G,77,77,100,391,867,45.1,44.5,0.6,2017
Damian Lillard,POR,26,G,75,75,100,389,858,45.3,44.1,1.2,2017
Marvin Williams,CHA,31,F,76,76,100,380,852,44.6,46.3,-1.7,2017
LeBron James,CLE,32,F,74,74,100,359,851,42.2,45.6,-3.4,2017
Marc Gasol,MEM,32,C,74,74,100,391,848,46.1,48.1,-2.0,2017
Otto Porter Jr.,WAS,24,F,80,80,100,403,844,47.7,45.3,2.4,2017
Alex Len,PHX,24,C,75,75,100,392,843,46.5,47.6,-1.1,2017
Dario Saric,PHI,23,F,81,81,100,392,839,46.7,45.7,1.0,2017
Thaddeus Young,IND,29,F,73,73,100,366,838,43.7,46.1,-2.5,2017
Jonas Valanciunas,TOR,25,C,79,79,100,406,836,48.6,48.5,0.0,2017
Frank Kaminsky,CHA,24,C,75,75,100,389,836,46.5,46.1,0.4,2017
Jeff Teague,IND,29,G,81,81,100,381,829,46.0,44.6,1.3,2017
Wilson Chandler,DEN,30,F,70,70,100,358,827,43.3,46.0,-2.7,2017
Klay Thompson,GSW,27,G,78,78,100,349,823,42.4,44.9,-2.5,2017
Devin Booker,PHX,20,G,76,76,100,370,822,45.0,44.5,0.5,2017
Bismack Biyombo,ORL,24,C-F,81,81,100,407,822,49.5,47.2,2.3,2017
James Johnson,MIA,30,F,76,76,100,331,818,40.5,45.3,-4.8,2017
Kevin Love,CLE,28,F,60,60,100,383,812,47.2,46.3,0.9,2017
Clint Capela,HOU,23,C,65,65,100,397,811,49.0,47.8,1.2,2017
Jrue Holiday,NOP,27,G,67,67,100,321,805,39.9,44.6,-4.7,2017
Mike Conley,MEM,29,G,69,69,100,354,803,44.1,45.0,-0.9,2017
Jon Leuer,DET,28,F,75,75,100,387,799,48.4,45.5,2.9,2017
Kevin Durant,GSW,28,F,61,61,100,313,789,39.7,45.6,-6.0,2017
Jimmy Butler,CHI,27,F,76,76,100,334,787,42.4,45.7,-3.2,2017
Harrison Barnes,DAL,25,F,78,78,100,368,787,46.8,46.1,0.6,2017
Solomon Hill,NOP,26,F,80,80,100,337,781,43.1,45.4,-2.2,2017
Blake Griffin,LAC,28,F,61,61,100,343,780,44.0,46.5,-2.6,2017
Kelly Olynyk,BOS,26,C-F,75,75,100,368,777,47.4,45.9,1.5,2017
Dennis Schroder,ATL,23,G,79,79,100,332,771,43.1,44.5,-1.4,2017
Amir Johnson,BOS,30,F,80,80,100,352,770,45.7,48.0,-2.2,2017
Taj Gibson,OKC,32,F,78,78,100,347,765,45.4,46.6,-1.3,2017
Ersan Ilyasova,ATL,30,F,82,82,100,337,762,44.2,45.9,-1.7,2017
Ricky Rubio,MIN,26,G,75,75,100,348,759,45.8,45.3,0.6,2017
Ish Smith,DET,28,G,81,81,100,344,758,45.4,44.2,1.1,2017
Marcus Morris Sr.,DET,27,F,79,79,100,319,753,42.4,46.1,-3.8,2017
Maurice Harkless,POR,24,F,77,77,100,299,753,39.7,45.8,-6.1,2017
Patrick Beverley,HOU,28,G,67,67,100,347,752,46.1,44.7,1.5,2017
Robert Covington,PHI,26,F,67,67,100,321,751,42.7,45.4,-2.6,2017
Ryan Anderson,HOU,29,F,72,72,100,370,749,49.4,46.2,3.2,2017
DeMarre Carroll,TOR,30,F,71,71,100,313,745,42.0,45.8,-3.7,2017
Carmelo Anthony,NYK,33,F,74,74,100,324,741,43.7,45.5,-1.8,2017
Channing Frye,CLE,34,F,74,74,100,359,740,48.5,46.8,1.7,2017
Wesley Matthews,DAL,30,G-F,72,72,100,328,740,44.3,45.2,-0.9,2017
John Wall,WAS,26,G,78,78,100,311,738,42.1,44.5,-2.4,2017
Victor Oladipo,OKC,25,G,67,67,100,346,737,46.9,44.8,2.2,2017
Trevor Ariza,HOU,32,F,80,80,100,339,734,46.2,45.6,0.6,2017
Dwight Howard,ATL,31,C,74,74,100,319,732,43.6,48.2,-4.6,2017
Tyler Johnson,MIA,25,G,73,73,100,319,730,43.7,43.8,-0.1,2017
Jae Crowder,BOS,26,F,72,72,100,294,729,40.3,45.3,-5.0,2017
Courtney Lee,NYK,31,G,77,77,100,337,729,46.2,45.0,1.2,2017
JaMychal Green,MEM,27,F,77,77,100,307,727,42.2,46.0,-3.8,2017
Eric Bledsoe,PHX,27,G,64,64,100,362,724,50.0,44.8,5.2,2017
Pau Gasol,SAS,36,C,63,63,100,347,722,48.1,48.1,0.0,2017
Stephen Curry,GSW,29,G,79,79,100,318,721,44.1,44.3,-0.2,2017
Marcus Smart,BOS,23,G,79,79,100,310,720,43.1,44.5,-1.5,2017
Aaron Gordon,ORL,21,F,80,80,100,314,719,43.7,45.5,-1.9,2017
Kyrie Irving,CLE,25,G,72,72,100,356,716,49.7,44.7,5.0,2017
Rondae Hollis-Jefferson,BKN,22,F,77,77,100,325,714,45.5,45.6,-0.1,2017
Greg Monroe,MIL,27,C,80,80,100,363,709,51.2,47.2,4.0,2017
Tony Snell,MIL,25,G-F,80,80,100,323,708,45.6,44.7,0.9,2017
Goran Dragic,MIA,31,G,73,73,100,313,705,44.4,44.5,-0.1,2017
Luc Mbah a Moute,LAC,30,F,80,80,100,295,704,41.9,46.0,-4.1,2017
Jordan Clarkson,LAL,25,G,82,82,100,331,703,47.1,44.4,2.7,2017
Nicolas Batum,CHA,28,G,77,77,100,313,699,44.8,45.0,-0.2,2017
