Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch
Jerome Robinson,GSW,1,1,0,5,0,9,3,0,2.61,2.56,0.0,0,0,1,0.0,0.0,0.0
Jett Howard,ORL,5,3,2,23,2,30,20,1,2.54,2.33,0.067,0,0,3,0.0,0.0,0.667
Jevon Carter,CHI,17,5,12,237,78,428,187,24,3.34,2.85,0.182,2,0,2,1.0,0.0,0.0
Jimmy Butler,MIA,14,9,5,466,290,833,531,59,4.26,3.09,0.348,22,23,83,0.636,0.565,0.687
Jock Landale,HOU,11,7,4,96,18,124,81,3,1.45,0.45,0.145,2,1,18,0.0,0.0,0.556
Joe Harris,DET,7,2,5,98,24,101,64,2,1.27,0.44,0.238,2,0,4,1.0,0.0,0.5
Joe Ingles,ORL,16,12,4,299,65,506,276,27,3.16,2.05,0.128,6,0,4,0.167,0.0,1.0
Joel Embiid,PHI,16,12,4,552,512,1214,921,53,2.6,1.22,0.422,84,85,109,0.821,0.647,1.202
John Collins,UTA,17,6,11,531,245,745,386,21,1.68,0.64,0.329,22,13,98,0.773,0.615,0.765
John Konchar,MEM,13,2,11,243,39,393,191,14,2.19,1.19,0.099,4,0,17,0.5,0.0,0.118
Johnny Davis,WAS,12,2,10,112,43,122,70,4,2.13,1.48,0.352,4,0,8,0.75,0.0,1.25
Jonas Valanciunas,NOP,18,9,9,463,236,951,569,27,1.68,0.46,0.248,41,46,115,0.512,0.565,0.965
Jonathan Isaac,ORL,13,11,2,179,80,263,118,5,1.18,0.29,0.304,3,0,31,0.667,0.0,1.419
Jonathan Kuminga,GSW,14,7,7,282,155,480,275,19,2.32,1.37,0.323,21,21,34,0.81,0.857,0.853
Jordan Clarkson,UTA,16,5,11,509,290,817,553,52,3.83,3.0,0.355,12,1,26,0.5,0.0,0.769
Jordan Ford,SAC,4,2,2,12,7,27,9,3,5.61,5.85,0.259,0,0,0,0.0,0.0,0.0
Jordan Goodwin,PHX,17,11,6,279,107,616,230,39,3.75,3.6,0.174,4,0,19,0.75,0.0,0.632
Jordan Hawkins,NOP,18,9,9,520,241,700,461,20,1.73,1.2,0.344,11,0,9,0.818,0.0,0.667
Jordan McLaughlin,MIN,5,4,1,19,5,46,15,3,3.76,3.61,0.109,0,0,0,0.0,0.0,0.0
Jordan Miller,LAC,2,2,0,7,5,10,3,1,3.34,2.9,0.5,0,0,0,0.0,0.0,0.0
Jordan Nwora,IND,5,2,3,73,35,104,66,4,2.02,1.33,0.337,0,0,6,0.0,0.0,0.333
Jordan Poole,WAS,16,3,13,472,276,819,492,48,3.5,3.02,0.337,10,1,14,0.9,0.0,0.786
Jose Alvarado,NOP,5,3,2,86,36,174,72,13,4.32,4.58,0.207,0,0,4,0.0,0.0,1.5
Josh Giddey,OKC,15,10,5,408,175,973,470,52,3.2,2.61,0.18,30,8,43,0.467,0.25,0.419
Josh Green,DAL,15,10,5,375,106,427,216,16,2.22,1.52,0.248,5,0,7,0.4,0.0,0.857
Josh Hart,NYK,16,9,7,452,114,714,380,24,2.02,1.24,0.16,12,0,17,1.417,0.0,0.471
Josh Minott,MIN,9,7,2,23,14,31,22,1,1.6,0.81,0.452,2,0,4,1.0,0.0,1.5
Josh Okogie,PHX,17,11,6,367,114,402,236,13,1.97,1.2,0.284,6,0,39,0.333,0.0,0.974
Josh Richardson,MIA,14,9,5,378,124,674,332,37,3.28,2.59,0.184,4,1,14,0.5,2.0,1.0
Jrue Holiday,BOS,15,12,3,519,184,924,314,65,4.21,3.93,0.199,22,12,41,0.364,1.0,0.585
Julian Champagnie,SAS,10,1,9,152,55,204,109,7,1.96,1.05,0.27,3,0,7,1.0,0.0,1.0
Julian Phillips,CHI,6,1,5,18,4,19,15,1,1.61,0.68,0.211,0,0,0,0.0,0.0,0.0
Julian Strawther,DEN,13,7,6,166,77,222,163,8,2.22,1.67,0.347,4,0,2,0.5,0.0,1.0
Julius Randle,NYK,16,9,7,556,314,1217,809,60,2.96,2.0,0.258,31,48,55,0.516,0.417,0.891
Justin Holiday,DEN,8,4,4,102,29,84,52,2,1.65,0.96,0.345,3,0,2,0.667,0.0,0.0
Justin Minaya,POR,4,0,4,23,7,23,16,1,1.65,1.22,0.304,0,0,3,0.0,0.0,0.0
Jusuf Nurkic,PHX,17,11,6,468,178,999,602,29,1.72,0.55,0.178,71,44,115,0.423,0.591,0.739
KJ Martin,PHI,9,7,2,55,14,70,47,2,1.54,0.98,0.2,2,0,6,0.0,0.0,0.333
Kaiser Gates,NOP,1,0,1,7,0,14,7,0,1.21,0.14,0.0,0,0,1,0.0,0.0,0.0
Karl-Anthony Towns,MIN,16,12,4,535,348,882,595,30,2.05,0.86,0.395,42,40,39,0.643,0.725,1.128
Kawhi Leonard,LAC,16,7,9,542,337,811,534,48,3.58,2.68,0.416,35,31,41,0.686,0.452,0.854
Keegan Murray,SAC,12,7,5,399,163,553,414,18,1.89,1.11,0.295,8,2,31,0.625,1.0,1.0
Keita Bates-Diop,PHX,14,10,4,285,81,315,159,11,2.06,1.08,0.257,8,0,20,0.25,0.0,0.65
Keldon Johnson,SAS,16,3,13,525,265,907,498,39,2.61,1.69,0.292,9,2,29,0.444,0.0,1.276
Kelly Olynyk,UTA,17,6,11,368,132,661,359,22,1.98,0.58,0.2,19,2,43,0.316,0.0,0.907
Kelly Oubre Jr.,PHI,8,7,1,232,130,281,152,10,2.12,1.39,0.463,5,0,32,1.4,0.0,1.219
Kenneth Lofton Jr.,MEM,12,2,10,92,34,122,92,5,2.33,1.21,0.279,19,6,9,0.526,0.167,0.444
Kenrich Williams,OKC,5,4,1,87,37,103,65,3,1.82,1.1,0.359,2,0,10,0.0,0.0,1.2
Kentavious Caldwell-Pope,DEN,16,10,6,551,181,659,458,24,2.19,1.21,0.275,13,0,21,0.308,0.0,0.571
Keon Ellis,SAC,8,6,2,88,27,171,77,11,3.85,3.53,0.158,0,0,4,0.0,0.0,1.0
Kessler Edwards,SAC,11,7,4,62,17,77,42,2,1.48,0.57,0.221,0,0,4,0.0,0.0,1.0
Kevin Durant,PHX,15,9,6,554,471,1110,714,67,3.63,2.52,0.424,27,53,28,0.593,0.434,1.071
Kevin Huerter,SAC,13,7,6,343,160,556,379,18,1.94,1.33,0.288,5,0,21,0.8,0.0,0.952
Kevin Knox II,DET,4,0,4,110,47,141,77,3,1.46,0.63,0.333,2,0,7,1.0,0.0,0.571
Kevin Love,MIA,11,6,5,186,85,370,191,9,1.47,0.34,0.23,4,6,17,0.5,0.0,1.118
Kevon Looney,GSW,15,8,7,354,81,676,399,18,1.57,0.5,0.12,32,4,81,0.563,0.0,0.568
Keyontae Johnson,OKC,1,0,1,6,0,3,2,0,2.92,0.67,0.0,0,0,0,0.0,0.0,0.0
Keyonte George,UTA,17,6,11,429,169,1016,395,87,5.13,4.58,0.166,1,0,8,0.0,0.0,1.25
Khris Middleton,MIL,13,9,4,258,151,485,264,28,3.46,2.7,0.311,2,14,12,0.0,0.857,1.0
Killian Hayes,DET,16,2,14,427,138,816,374,53,3.88,3.37,0.169,5,2,7,0.8,0.5,0.0
Kira Lewis Jr.,NOP,11,6,5,121,38,242,104,15,3.69,3.33,0.157,3,0,4,0.667,0.0,0.5
Klay Thompson,GSW,14,7,7,404,220,543,373,20,2.15,1.29,0.405,8,3,13,0.75,0.667,1.077
Kobe Brown,LAC,7,4,3,57,17,77,39,2,1.67,0.82,0.221,3,1,3,1.333,0.0,0.667
Kobe Bufkin,ATL,2,2,0,4,1,9,6,1,5.78,4.56,0.111,0,0,1,0.0,0.0,0.0
Kris Dunn,UTA,13,4,9,134,47,257,111,16,3.75,3.2,0.183,4,0,4,0.0,0.0,0.5
Kris Murray,POR,9,1,8,79,18,84,53,2,1.7,0.89,0.214,2,0,5,0.0,0.0,0.4
Kristaps Porzingis,BOS,15,11,4,454,284,687,448,17,1.5,0.42,0.413,25,32,81,0.72,0.906,1.321
Kyle Anderson,MIN,16,12,4,392,116,678,380,33,2.94,1.97,0.171,21,3,35,0.619,1.0,0.714
Kyle Kuzma,WAS,17,3,14,522,398,1018,606,58,3.42,2.43,0.391,20,11,35,0.95,0.727,1.2
Kyle Lowry,MIA,16,9,7,469,138,960,390,56,3.48,2.79,0.144,0,1,18,0.0,0.0,0.333
Kyrie Irving,DAL,12,7,5,393,295,843,337,57,4.05,3.54,0.35,19,0,19,0.842,0.0,0.895
LaMelo Ball,CHA,15,5,10,501,370,1274,428,111,5.23,5.24,0.29,7,0,23,0.857,0.0,0.87
Lamar Stevens,BOS,5,3,2,20,9,28,15,1,1.5,0.68,0.321,4,0,6,0.5,0.0,1.0
Landry Shamet,WAS,13,2,11,217,107,301,184,13,2.54,2.27,0.355,1,0,2,2.0,0.0,1.0
Larry Nance Jr.,NOP,14,6,8,211,49,305,185,9,1.72,0.83,0.161,25,1,29,0.36,0.0,1.069
Lauri Markkanen,UTA,15,4,11,512,356,784,478,24,1.81,0.74,0.454,36,14,81,1.194,0.429,1.272
LeBron James,LAL,17,9,8,572,426,1168,549,81,4.15,3.51,0.365,22,27,29,0.864,0.667,1.345
Leaky Black,CHA,3,0,3,12,5,16,10,1,2.24,0.56,0.313,0,0,1,0.0,0.0,2.0
Leonard Miller,MIN,3,3,0,6,2,13,5,1,3.63,2.46,0.154,0,0,2,0.0,0.0,1.0
Lester Quinones,GSW,1,1,0,5,5,9,7,0,2.58,2.22,0.556,0,0,0,0.0,0.0,0.0
Lindell Wigginton,MIL,1,1,0,2,0,5,4,0,3.82,3.2,0.0,0,0,0,0.0,0.0,0.0
Lindy Waters III,OKC,7,5,2,49,18,59,44,2,1.69,1.0,0.305,0,0,2,0.0,0.0,0.0
Lonnie Walker IV,BKN,15,8,7,325,235,474,303,28,3.48,2.99,0.496,5,0,10,1.2,0.0,1.4
Luguentz Dort,OKC,15,10,5,428,166,426,245,18,2.55,1.9,0.39,6,1,32,0.667,2.0,0.656
Luka Doncic,DAL,15,10,5,522,457,1285,461,119,5.54,4.99,0.356,7,37,9,1.143,0.541,0.889
Luka Garza,MIN,4,2,2,13,13,27,20,1,1.78,0.85,0.481,1,1,7,2.0,0.0,0.714
Luka Samanic,UTA,6,1,5,26,13,37,21,1,1.94,1.08,0.351,2,1,1,2.5,0.0,2.0
Luke Kennard,MEM,8,2,6,172,66,241,163,11,2.64,1.86,0.274,0,0,1,0.0,0.0,2.0
Luke Kornet,BOS,12,8,4,157,56,182,110,4,1.41,0.28,0.308,13,0,49,0.385,0.0,1.082
Malachi Flynn,TOR,16,7,9,275,91,622,254,43,4.1,3.75,0.146,2,0,4,1.0,0.0,1.0
Malaki Branham,SAS,17,3,14,353,144,561,310,28,2.94,2.12,0.257,4,0,8,0.5,0.0,1.0
Malcolm Brogdon,POR,11,5,6,336,214,791,295,71,5.4,5.93,0.271,2,1,16,1.0,0.0,0.875
Malcolm Cazalon,DET,1,0,1,3,0,1,0,0,1.2,0.0,0.0,0,0,0,0.0,0.0,0.0
Malik Beasley,MIL,17,12,5,465,185,568,327,21,2.21,1.54,0.326,4,0,12,0.5,0.0,0.75
Malik Monk,SAC,14,8,6,329,175,644,364,37,3.49,3.02,0.272,4,0,9,1.0,0.0,0.444
MarJon Beauchamp,MIL,13,8,5,211,76,206,147,7,2.04,1.52,0.369,2,0,13,1.0,0.0,0.769
Marcus Morris Sr.,PHI,10,6,4,100,40,118,74,3,1.64,0.63,0.339,3,3,6,0.667,0.667,0.667
Marcus Sasser,DET,17,2,15,308,136,564,258,39,4.16,4.09,0.241,2,0,4,0.0,0.0,1.0
Marcus Smart,MEM,11,2,9,329,137,601,258,48,4.82,4.02,0.228,12,4,8,0.0,1.0,0.5
Mark Williams,CHA,15,5,10,402,203,497,262,11,1.33,0.26,0.408,48,4,149,0.625,0.75,1.121
Markelle Fultz,ORL,4,2,2,115,44,233,68,20,5.05,4.88,0.189,0,2,6,0.0,1.0,1.0
Markieff Morris,DAL,2,1,1,9,2,12,8,1,2.73,1.67,0.167,0,0,0,0.0,0.0,0.0
Markquis Nowell,TOR,1,0,1,4,2,9,5,1,3.93,4.78,0.222,0,0,0,0.0,0.0,0.0
Marques Bolden,MIL,1,1,0,3,0,6,3,0,1.03,0.0,0.0,0,0,0,0.0,0.0,0.0
Marvin Bagley III,DET,16,2,14,307,175,504,311,15,1.74,0.8,0.347,37,15,79,0.946,0.467,1.0
Mason Plumlee,LAC,6,3,3,102,30,181,90,6,1.94,0.72,0.166,17,2,24,0.294,0.5,0.792
Matisse Thybulle,POR,16,5,11,341,88,382,210,10,1.63,0.78,0.23,3,0,5,0.0,0.0,0.8
Matt Ryan,NOP,13,6,7,298,121,350,227,10,1.64,0.68,0.346,3,0,5,0.667,0.0,0.8
Max Christie,LAL,13,6,7,220,56,253,117,12,2.8,2.27,0.221,1,0,5,0.0,0.0,1.2
Max Strus,CLE,17,9,8,596,245,962,625,29,1.8,1.08,0.255,8,0,21,0.5,0.0,1.333
Maxi Kleber,DAL,4,4,0,75,13,106,59,3,1.53,0.52,0.123,2,2,10,0.0,0.0,0.4
Maxwell Lewis,LAL,7,2,5,29,0,18,10,1,3.18,2.45,0.0,0,0,0,0.0,0.0,0.0
Michael Porter Jr.,DEN,16,10,6,491,260,709,436,23,1.96,0.92,0.367,20,0,45,0.6,0.0,1.267
Mikal Bridges,BKN,16,8,8,554,348,947,613,51,3.2,2.74,0.367,15,4,24,0.533,0.0,0.625
Mike Conley,MIN,16,12,4,459,166,1047,412,78,4.46,4.19,0.159,4,0,3,0.0,0.0,0.0
Mike Muscala,WAS,7,1,6,82,23,140,79,3,1.17,0.3,0.164,12,0,11,0.667,0.0,0.909
Miles Bridges,CHA,5,2,3,184,106,277,151,11,2.47,1.59,0.383,7,3,10,1.286,0.0,1.2
Miles McBride,NYK,11,6,5,53,21,77,37,4,3.3,3.09,0.273,0,0,0,0.0,0.0,0.0
Mitchell Robinson,NYK,16,9,7,472,100,496,259,10,1.26,0.25,0.202,15,5,137,0.133,0.4,0.693
Mo Bamba,PHI,7,6,1,23,18,39,22,1,1.83,0.33,0.462,3,1,7,1.667,0.0,0.857
Moritz Wagner,ORL,16,12,4,306,200,499,367,13,1.61,0.52,0.401,62,8,78,0.71,0.5,1.128
Moses Brown,POR,2,0,2,9,2,7,4,0,2.02,0.43,0.286,0,0,3,0.0,0.0,0.667
Moses Moody,GSW,15,8,7,267,106,305,205,11,2.25,1.47,0.348,8,2,23,0.25,0.0,0.826
Mouhamed Gueye,ATL,2,2,0,4,0,6,2,0,2.12,1.33,0.0,0,0,0,0.0,0.0,0.0
Moussa Diabate,LAC,8,5,3,54,25,79,47,2,1.67,0.64,0.316,4,2,23,1.0,0.0,0.87
Myles Turner,IND,16,9,7,423,269,557,415,15,1.58,0.69,0.483,42,22,87,1.024,1.0,1.172
Naji Marshall,NOP,9,5,4,199,90,348,182,15,2.63,2.22,0.259,3,0,10,0.0,0.0,0.9
Nassir Little,PHX,12,9,3,177,72,230,128,7,1.73,0.94,0.313,4,0,12,0.5,0.0,0.833
Nate Hinton,HOU,2,2,0,8,6,18,7,2,5.15,4.23,0.333,0,0,0,0.0,0.0,0.0
Nate Williams,HOU,3,2,1,16,11,23,13,1,2.58,1.44,0.478,0,0,1,0.0,0.0,2.0
Naz Reid,MIN,16,12,4,334,195,504,304,14,1.65,0.85,0.387,14,19,32,0.643,0.737,1.031
Neemias Queta,BOS,2,2,0,20,7,29,16,1,1.31,0.07,0.241,1,2,10,0.0,0.0,0.7
Nic Claxton,BKN,7,3,4,186,86,253,161,7,1.63,0.66,0.34,22,4,59,0.227,1.0,1.0
Nick Richards,CHA,11,3,8,192,93,222,109,5,1.32,0.27,0.419,15,1,62,0.4,2.0,1.161
Nick Smith Jr.,CHA,6,2,4,38,15,48,29,2,2.89,2.35,0.313,0,0,2,0.0,0.0,0.0
Nickeil Alexander-Walker,MIN,16,12,4,355,98,605,241,35,3.43,2.9,0.162,1,0,6,0.0,0.0,0.333
Nicolas Batum,PHI,12,9,3,294,74,339,198,8,1.39,0.49,0.218,7,0,17,0.0,0.0,0.706
Nikola Jokic,DEN,15,9,6,504,427,1543,845,72,2.8,1.58,0.277,134,112,118,0.687,0.661,1.102
Nikola Jovic,MIA,3,0,3,45,14,84,34,4,2.67,1.69,0.167,1,0,1,2.0,0.0,0.0
Nikola Vucevic,CHI,17,5,12,593,266,1007,727,23,1.39,0.44,0.264,121,66,148,0.314,0.47,0.75
Noah Clowney,BKN,1,1,0,3,0,3,1,0,1.07,0.0,0.0,0,0,0,0.0,0.0,0.0
Norman Powell,LAC,16,7,9,391,207,451,289,20,2.61,2.08,0.459,7,0,6,0.286,0.0,1.0
OG Anunoby,TOR,12,6,6,376,175,501,382,16,1.85,0.97,0.349,11,8,30,0.909,0.5,0.633
Obi Toppin,IND,16,9,7,380,189,542,303,12,1.36,0.61,0.349,8,3,55,1.25,0.667,1.309
Ochai Agbaji,UTA,17,6,11,319,91,322,192,9,1.61,0.74,0.283,4,0,16,0.5,0.0,0.688
Olivier Sarr,OKC,5,3,2,54,12,68,30,1,1.14,0.28,0.176,4,0,9,0.0,0.0,0.556
Olivier-Maxence Prosper,DAL,7,3,4,41,13,59,31,2,2.48,1.86,0.22,1,0,3,0.0,0.0,0.667
Omer Yurtseven,UTA,11,4,7,113,50,158,90,4,1.44,0.21,0.316,2,3,34,0.0,0.667,1.029
Onyeka Okongwu,ATL,15,7,8,344,132,397,279,8,1.18,0.33,0.332,24,3,84,0.75,2.0,1.024
Orlando Robinson,MIA,4,2,2,60,25,99,64,4,2.23,0.98,0.253,4,4,18,1.0,0.0,0.5
Oshae Brissett,BOS,8,6,2,90,14,115,52,3,1.51,0.51,0.122,3,0,13,0.667,0.0,0.308
Otto Porter Jr.,TOR,8,4,4,95,28,125,66,3,1.58,0.32,0.224,2,0,5,1.0,0.0,0.4
Ousmane Dieng,OKC,11,6,5,121,36,158,101,5,1.7,0.89,0.228,6,0,12,0.333,0.0,0.5
P.J. Tucker,LAC,15,6,9,239,20,180,87,4,1.37,0.4,0.111,3,0,16,0.667,0.0,0.0
P.J. Washington,CHA,14,4,10,446,206,725,372,19,1.6,0.67,0.284,19,12,43,0.737,0.167,1.023
Paolo Banchero,ORL,16,12,4,535,320,1090,581,67,3.71,2.86,0.294,25,29,38,0.88,0.586,1.158
Pascal Siakam,TOR,16,7,9,544,309,1007,618,45,2.66,2.08,0.307,16,36,61,0.563,0.611,1.131
Pat Connaughton,MIL,17,12,5,401,97,531,289,16,1.82,0.97,0.183,6,0,24,0.0,0.0,0.5
Patrick Baldwin Jr.,WAS,3,0,3,11,0,11,4,0,1.37,0.64,0.0,0,0,2,0.0,0.0,0.0
Patrick Beverley,PHI,17,12,5,285,49,555,231,38,4.08,3.48,0.088,5,0,14,0.0,0.0,0.143
Patrick Williams,CHI,17,5,12,396,122,528,271,17,1.9,1.21,0.231,8,0,19,0.5,0.0,0.526
Patty Mills,ATL,1,1,0,5,3,6,4,0,2.29,2.5,0.5,0,0,0,0.0,0.0,0.0
Paul George,LAC,16,7,9,560,387,986,482,63,3.83,3.0,0.392,24,11,32,0.75,0.727,1.031
Paul Reed,PHI,17,12,5,232,81,317,189,9,1.6,0.61,0.256,21,3,52,0.524,0.0,0.596
Payton Pritchard,BOS,17,13,4,349,103,591,265,41,4.17,4.02,0.174,7,0,17,0.857,0.0,0.353
Peyton Watson,DEN,15,10,5,217,70,320,160,12,2.19,1.22,0.219,8,0,16,0.25,0.0,0.813
Precious Achiuwa,TOR,11,4,7,209,79,385,241,14,2.17,1.03,0.205,22,1,44,0.182,2.0,0.682
Quentin Grimes,NYK,14,7,7,337,95,400,289,11,1.67,0.91,0.238,2,0,2,0.0,0.0,0.0
R.J. Hampton,MIA,1,0,1,2,0,3,2,0,4.19,3.0,0.0,0,0,0,0.0,0.0,0.0
RJ Barrett,NYK,11,7,4,331,214,518,357,23,2.64,2.13,0.413,5,3,12,1.2,0.0,0.583
Rayan Rupert,POR,7,1,6,31,5,58,40,1,1.42,0.84,0.086,1,0,0,0.0,0.0,0.0
Reggie Bullock Jr.,HOU,7,3,4,64,6,83,45,2,1.42,0.3,0.072,0,0,0,0.0,0.0,0.0
Reggie Jackson,DEN,16,10,6,420,195,885,356,71,4.8,4.41,0.22,10,0,15,0.8,0.0,0.8
Richaun Holmes,DAL,6,3,3,68,19,86,54,2,1.44,0.3,0.221,7,3,23,0.286,2.0,0.696
Robert Covington,PHI,17,12,5,296,73,388,186,11,1.73,0.56,0.188,8,0,27,0.25,0.0,0.704
Robert Williams III,POR,6,2,4,119,41,131,75,3,1.33,0.29,0.313,13,0,28,0.615,0.0,1.036
Robin Lopez,MIL,3,2,1,9,2,12,12,0,1.56,0.67,0.167,0,0,2,0.0,0.0,1.0
Ron Harper Jr.,TOR,1,1,0,4,0,4,4,0,2.97,3.25,0.0,0,0,0,0.0,0.0,0.0
Royce O'Neale,BKN,16,8,8,477,126,813,403,24,1.77,0.96,0.155,4,0,10,0.0,0.0,0.2
Rudy Gobert,MIN,16,12,4,509,194,628,319,15,1.41,0.27,0.309,37,23,166,0.541,1.0,0.964
Rui Hachimura,LAL,12,7,5,279,141,347,207,11,1.98,0.97,0.406,11,8,29,0.545,0.625,0.931
Russell Westbrook,LAC,16,7,9,443,197,886,321,66,4.45,3.96,0.222,17,7,37,0.235,0.857,0.865
Ryan Arcidiacono,NYK,5,4,1,11,0,18,9,1,3.12,1.33,0.0,0,0,0,0.0,0.0,0.0
Ryan Rollins,WAS,8,1,7,49,32,102,37,9,4.98,4.49,0.314,4,0,3,0.0,0.0,1.333
Saben Lee,PHX,3,2,1,10,6,25,9,3,6.59,6.24,0.24,0,0,1,0.0,0.0,0.0
Saddiq Bey,ATL,15,7,8,423,189,539,300,14,1.55,0.7,0.351,7,3,41,0.571,0.0,0.951
Sam Hauser,BOS,17,13,4,389,165,439,244,9,1.17,0.36,0.376,8,0,15,0.5,0.0,0.667
Sam Merrill,CLE,9,5,4,73,24,99,78,3,1.75,1.23,0.242,0,0,0,0.0,0.0,0.0
Sandro Mamukelashvili,SAS,6,0,6,49,16,80,41,3,1.9,1.26,0.2,1,0,4,0.0,0.0,1.0
Santi Aldama,MEM,10,3,7,265,146,438,265,16,2.22,1.31,0.333,30,2,26,0.433,0.0,1.0
Sasha Vezenkov,SAC,12,7,5,164,69,251,154,5,1.29,0.34,0.275,1,0,12,0.0,0.0,1.75
Scoot Henderson,POR,8,4,4,208,73,468,171,35,4.52,4.17,0.156,4,0,9,0.0,0.0,0.444
Scottie Barnes,TOR,16,7,9,546,309,1201,608,57,2.83,2.27,0.257,39,17,67,0.692,0.235,0.866
Seth Curry,DAL,12,8,4,109,37,149,85,7,2.82,2.11,0.248,4,0,3,1.0,0.0,0.667
Shaedon Sharpe,POR,16,5,11,580,264,861,461,55,3.84,3.2,0.307,15,1,25,0.933,0.0,0.6
Shai Gilgeous-Alexander,OKC,14,10,4,485,432,1026,326,98,5.75,5.5,0.421,11,20,18,1.091,0.7,1.111
Shake Milton,MIN,16,12,4,255,91,466,241,26,3.4,2.73,0.195,6,0,10,0.5,0.0,0.5
Shaquille Harrison,MEM,2,0,2,4,2,9,3,1,4.22,3.66,0.222,0,0,0,0.0,0.0,0.0
Sidy Cissoko,SAS,1,0,1,4,0,5,3,0,1.62,0.6,0.0,0,0,1,0.0,0.0,0.0
Simone Fontecchio,UTA,15,5,10,226,95,278,170,7,1.48,0.57,0.342,3,0,15,0.667,0.0,0.667
Skylar Mays,POR,13,4,9,236,91,564,210,46,4.92,4.59,0.161,1,1,4,0.0,0.0,0.0
Spencer Dinwiddie,BKN,15,7,8,458,211,900,365,75,4.97,4.32,0.234,4,0,8,0.5,0.0,0.375
Stanley Umude,DET,13,1,12,133,67,119,77,3,1.65,0.81,0.563,3,0,2,0.667,0.0,1.0
Stephen Curry,GSW,14,8,6,460,423,992,378,75,4.54,4.59,0.426,6,0,11,0.667,0.0,1.273
Svi Mykhailiuk,BOS,7,5,2,57,16,57,39,2,1.86,1.07,0.281,1,0,3,2.0,0.0,1.333
T.J. McConnell,IND,11,5,6,154,73,413,138,34,4.96,5.14,0.177,0,0,3,0.0,0.0,0.0
Talen Horton-Tucker,UTA,17,6,11,382,159,942,393,73,4.65,4.11,0.169,1,2,9,2.0,1.0,0.444
Tari Eason,HOU,7,5,2,121,46,164,71,5,1.82,0.94,0.28,2,1,16,1.0,0.0,0.75
Taurean Prince,LAL,16,9,7,484,139,430,269,14,1.97,1.14,0.323,11,0,17,0.182,0.0,0.353
Taylor Hendricks,UTA,1,0,1,2,1,2,1,0,3.44,4.0,0.5,0,0,0,0.0,0.0,0.0
Terance Mann,LAC,10,4,6,257,54,319,153,14,2.59,1.79,0.169,8,1,23,0.25,0.0,0.435
Terry Rozier,CHA,6,2,4,216,132,429,193,34,4.7,4.38,0.308,3,0,5,0.333,0.0,0.6
Terry Taylor,CHI,3,1,2,6,0,4,1,0,1.09,0.0,0.0,0,0,0,0.0,0.0,0.0
Thaddeus Young,TOR,3,0,3,10,4,24,18,1,2.37,0.96,0.167,5,1,2,0.4,0.0,0.0
Thanasis Antetokounmpo,MIL,7,4,3,44,6,37,23,1,2.1,1.62,0.162,2,0,8,1.0,0.0,0.25
Theo Maledon,CHA,12,3,9,195,54,373,177,19,3.05,2.61,0.145,3,0,3,0.0,0.0,1.0
Thomas Bryant,MIA,12,7,5,162,64,245,136,8,1.86,0.48,0.261,25,5,45,0.48,0.4,0.978
Tim Hardaway Jr.,DAL,15,10,5,421,257,606,319,22,2.12,1.36,0.424,3,0,5,0.0,0.0,0.4
Tobias Harris,PHI,17,12,5,602,316,906,470,46,3.03,2.18,0.349,13,28,49,1.154,0.75,1.0
Torrey Craig,CHI,17,5,12,362,78,438,219,12,1.66,0.81,0.178,6,0,30,0.667,0.0,0.833
Toumani Camara,POR,16,5,11,394,101,500,257,13,1.52,0.64,0.202,9,0,39,0.0,0.0,0.795
Trae Young,ATL,14,6,8,505,356,1217,398,111,5.48,5.2,0.293,6,0,4,0.667,0.0,0.0
Trayce Jackson-Davis,GSW,11,6,5,80,31,123,81,3,1.62,0.68,0.252,17,1,24,0.412,0.0,0.75
Tre Jones,SAS,14,3,11,336,113,790,222,63,4.79,4.48,0.143,6,0,4,1.0,0.0,1.5
Tre Mann,OKC,5,4,1,44,24,99,41,9,5.68,5.35,0.242,1,0,2,0.0,0.0,0.0
Trendon Watford,BKN,10,5,5,151,73,306,128,18,3.43,2.91,0.239,4,2,10,1.0,0.0,0.6
Trent Forrest,ATL,3,3,0,27,4,64,19,7,6.33,6.11,0.063,1,0,1,0.0,0.0,0.0
Trey Lyles,SAC,2,1,1,47,21,89,46,2,1.53,0.55,0.236,0,0,0,0.0,0.0,0.0
Tristan Thompson,CLE,14,8,6,129,35,166,102,4,1.59,0.38,0.211,12,0,26,0.5,0.0,0.923
Troy Brown Jr.,MIN,12,9,3,125,37,162,86,6,2.16,1.64,0.228,0,0,11,0.0,0.0,0.545
Ty Jerome,CLE,2,1,1,15,4,31,13,3,4.91,4.42,0.129,0,0,0,0.0,0.0,0.0
TyTy Washington Jr.,MIL,2,1,1,6,3,15,7,1,3.61,3.67,0.2,0,0,0,0.0,0.0,0.0
Tyler Herro,MIA,8,4,4,272,183,546,280,37,4.04,3.73,0.335,3,0,5,0.0,0.0,1.6
Tyrese Haliburton,IND,15,9,6,503,388,1396,429,110,4.72,4.42,0.278,6,0,9,0.667,0.0,0.444
Tyrese Maxey,PHI,17,12,5,653,453,1520,627,125,4.92,4.43,0.298,5,0,8,0.4,0.0,1.25
